id,company,url,experience
0530,Sea Fish BD,www.seafishbd.com,7
0531,Biswas Host Ltd,https://www.biswashost.com,11
0532,Grameen shamogree Uttaranchal Ltd,www.grameenposhra.com,8
0533,MEDISTORE BD.COM,www.medistorebd.com,7
0534,Anagona.com,www.anagona.com,7
0535,Global Pass Technologies,www.gpasstech.com,7
0536,REBUS Media Limited,www.rebusbd.com,7
0537,Top Shop BD .Com,www.topshopbd.com,10
0538,Arobil Limited,www.arobil.com,11
0539,Ecliptic Technologies,www.eclipticbd.com,7
0540,Escrow Style,www.escrowstyle.biz,7
0541,Showdagor ,www.showdagor.com,7
0542,Red Maroon,www.redmaroon.com,8
0543,W3Space Technologies,www.w3space.net,8
0544,AmarGadget.com,www.Amargadget.com,6
0545,Nanarokom.com,www.nanarokom.com,7
0546,A.S.S Solutiuons,www.makeupnmore.com,6
0547,Amarbazzar.com,www.amarbazzar.com,6
0548,Ramco Trade Center,asiftalukder71@gmail.com,10
0549,SIGMA SYSTEM PVT LIMITED,www.sigmasystembd.com,8
0550,Encrypto Mobile Apps,www.encryptobd.com,7
0551,Dukpion.com,www.dukpion.com,7
0552,"Aspect ratio creative communication bangladesh(Arcc,b)","www.arccY2K.com, www.arcc.com.bd",7
0553,Handy Mama.CO Ltd.,www.handymama.com,7
0554,Style Cart,www.stylecart.com.bd,6
0555,Inspire Toys (Zanzee),https://www.facebook.com/inspirebdfashion/,7
0556,Kendrobindu,www.kendrobindu.com,8
0557,BDESHISHOP,www.bdeshishop.com,7
0558,Prokriti,www.facebook.com/prokriti/,7
0559,Organic Bangla,www.organicnbangla.com,7
0560,Techno Haat,www.technohaat.com,7
0561,Our Angels,www.facebook.com/Our Angels,7
0562,Kyra,www.facebook.com/kyrabangladesh,7
0563,Motor Cycle Parts BD,www. motorcyclepartsbd.com,7
0564,INNOVADEUS PVT. LTD,www.innovadeus.com,7
0565,ThE WardrobE,www.thewardrobetrend.com,6
0566,Clean Force Ltd,www.cleanforce.com.bd,7
0567,Rdokan.com,www.rdokan.com,7
0568,Asharbazar.com,www.asharbazar.com,9
0569,Step Communication,www.ladiespridebd.com,7
0570,AmiKinbo.com,www.Amikinbo.com,7
0571,ABOSSHOK,www.abosshok.com.bd,9
0572,Invento Software Limited,www.invento.com.bd,9
0573,RAVEN,https://ravenleatherz.com,7
0574,Future IT Park,www.futureitpark.com,7
0575,FA IT Solution (notunhat.com),www.notunhat.com,6
0576,Bhola Shop,www.bholashop.com,7
0577,Ottalika.com,www.ottalika.com,6
0578,eGallerybd.com,"www.egallerybd.com, www.facebook.com/egallerybd",9
0579,Soykot Enterprise,https://www.facebook.com/Soykotenterprise/,7
0580,GOGO BANGLADESH.COM,www.gogobangladesh.com,10
0581,Scarlet Circle,website fullfil kore nai,7
0582,FITNOUT,www.fitnout.com,7
0583,Ahlia'z,http://www.ahliaz.com/,7
0584,EdgeLabs,www.edgelabs.com,7
0585,Mohakash Travels,www.facebook.com/Mohakash-Travels-4636182671474,6
0586,Digitouch Solution (shopnerhut.com),www.shopnerhut.com/,7
0587,Different Fashion,www.facebook.com/differentfashion2015/,10
0588,Dayim Landmark Limited,www.dayimbd.com,9
0589,Ris Corporation Ltd.,www.babyandmomz.com,7
0590,Shopnopury.com,www.shopnopury.com,7
0591,Edison Express Limited,"www.edison-express.com, www.facebook.com/Edisonexpress",7
0592,DIHAN & DISHA Ltd (the daily shopping),www.thedailyshopping.com/,9
0593,Ajkerdeal.Com Ltd,www.ajkerdeal.com,7
0594,Anabia Trading Limited,https://platinumsports.com.bd,6
0595,Dibaruj,Dibaruj,6
0596,Smart Collectionbd.com,smartcollectionbd.com,7
0597,SuperbNexus,www.SuperbNexus.com,12
0598,Light WEB IT,http://www.lightwebit.com,8
0599,Helloeventz.com (Rocekt Bangladesh),www.helloeventz.com,6
0600,Bangla Insider Limited,www.banglainsiderltd.com,7
0601,DianaHost,www.dianahost.com,7
0602,Aalmirah,www.aalmirah.com,6
0603,BreakBite,www.breakbite.com,8
0604,Web Techno Soft,www.webtechnosoft.com,10
0605,TIME IT,https://www.bazarf.com/,9
0606,Shohoj Limited,www.shohoz.com/,9
0607,Daak Box Limited,www.daakbox.com,7
0608,Cubic Marketing Limited,www.cubicmarketing.net,8
0609,UNIQUE SHOP BANGLADESH,www.uniqueshopbd.com,6
0610,AT Crafts (Kontthi),www.facebook.com/kontthi/,8
0611,C3 Enterprise,wwww.c3ultra.com,6
0612,Takshal Dot Com,www.takshal.com,7
0613,Exponent Solution Limited,www.exponentsolution.com,8
0614,Vel Timber & Traders Sawmill,No website address in membership form,8
0615,Landknock Ltd.,www.landknock.com,6
0616,Posh World,No web address,6
0617,RobohobbyBd.Com,www.robohobbyBD.com,7
0618,Onlinebitan.com,www.onlinebitan.com,10
0619,Advance Marketing Utility of Bangladesh,www.amubd.com,7
0620,Holy Trading & e-shop,No website,7
0621,CyberNetikz,www.cybernetikz.com,10
0622,KYKin e-Commerce Ltd.,www.kykinrooms.com,7
0623,AAMRA INFOTAINMENT LIMITED,"www.aamrainfotainment.com, www.aamra.com.bd",10
0624,Global Merchant,www.globalmerchant.com.bd,9
0625,Pridezoom Communication,www.pridezoom.com,6
0626,Boibajar.com,www.boibajar.com,6
0627,Grameenphone Ltd,www.grameenphone.com/shop,6
0628,Environ IT,www.environit.com,7
0629,Aalaadin.com,www.aalaadin.com,7
0630,Aamra Payment Systems Limited,"www.aamra.com.bd, www.aamrapayment.com",8
0631,OnnoRokom Web Services Ltd,www.rokomari.com,11
0632,Various Arts of Technology (VAT30),http://vat30.com/,7
0633,Air Alliance Ltd,,7
0634,Flickertech,,7
0635,PoranBazar,www.poranbazar.com,12
0636,Tiluttoma- Idyllic Elegance,No Website,12
0637,Cotton- Kids.com,www.cotton-kids.com,6
0638,Boi Bichitra,www.printworldbd.com,10
0639,Techno Planet System,www.technoplanetbd.com,10
0640,Drik Ict Ltd,www.drikict.net,7
0641,Primrose Tours And Travels,www.maxebooking.com,9
0642,Sureswar Jewellers,No Website,10
0643,Smart Software Ltd,www.smartsoftware.com.bd,9
0644,KARNAPHULI  E-SHOP,www.apondokan.com,6
0645,GEEKY Social Ltd,www.geekysocial.com,6
0646,MBAZAR.COM,www.mbazar.com,6
0647,PC GARDEN,www.pcgardenbd.com,26
0648,BAG Woman,bagwomenbd.com,6
0649,Living tex,www.livingtexglobal.com,10
0650,MicroMac Techno Valley Ltd.,www.mmtvbd.com,10
0651,EBOIGHAR .COM LIMITED,www.eboighar.com,7
0652,EBANANI,www.cityonlinemart.com,6
0653,Brain Station 23 Ltd,www.brainstation-23.com,15
0654,Vendbd.com,,15
0655,E-SOFT,www.esoft.com.bd,19
0656,OMEGA EXIM LIMITED,WWW.OMEGAEXIMLTD.COM,19
0657,Solfa Technologies,www.deshify.com,6
0658,Robi Axiata Limited,www.robi.com.bd,15
0659,INVENT Crafts,https://inventcrafts.com/,24
0660,Surprisebox.shop,www.surprisebox.shop,33
0661,SHOWDAGORBARI.COM,www.Showdagorbari.com,42
0662,Tanvir Online shop,www.facebook.com/exclusive collectionll,51
0663,Dinggi (Xtreme Close Up),www.xcu.com.bd,60
0664,Shopprotidin.com,www.shepprotidin.com,69
0665,Ciproco Computers Ltd,www.ciproco.com,78
0666,Muna Enterprise,www.,6
0667,Offerage,www.offerage.com,96
0668,HIMEL SHOP,www.himelshop.com,105
0669,DB SALE POINT,www.dbsalepoint.com,114
0670,STITBD,"www.stitbd,com",9
0671,Total Dairy,www.getyourdairy.com,9
0672,Get Your Fish,www.GETYOURFISH.COM,9
0673,Provati Insurance Company Limited,www.provati-insurance.com,7
0674,Inspire Logistics (Tiktok),www.tiktok.com.bd,7
0675,Nebulas IT Ltd,www.nebulas-it.com,7
0676,Nipundeal.Com,www.nipundeal.com,7
0677,Shaver Shop Bangladesh,www.shavershopbd.com,7
0678,Simsim International,www.mysimsim.com,7
0679,HOMEBUSKET,www.homebusket.com,7
0680,Recall Green,http://www.recallgreen.com/,7
0681,DINA ENTERPRISE,http://www.e-wholesalemart.com/,7
0682,STEADFAST COURIER,www.STEADFASTCOURIER.COM,7
0683,Group Ribai / e-ShopFair,www.eshopfair.com,7
0684,Marsons & Company,www.MARSONSCOMPANY.COM,7
0685,Xpertlab BD Ltd,www.xpertlabbd.com,7
0686,Leadsoft Bangladesh Limited,www.leads.com.bd,7
0687,Baby Needs BD,www.babyneedsbd.com,7
0688,Reveal Dream,WWW.REVEALDREAM.COM.BD,7
0689,SINGER BANGLADESH LIMITED,www.SINGERBD.COM,7
0690,Alvina's Fasion World,Alvina's Fasion World,7
0691,Maestro Solution LTD (Ruposhi.Com.bd),"
www.maestro.com.bd",10
0692,Interior Studio,www.interiorstudiobd.com/,9
0693,EVERYTHING.COM.BD,everything.com.bd/,6
0694,FURNITEX,www.furnitexbd.com/,6
0695,Pet Bangla,www.petbangla.com/,6
0696,THE CELLTECH,www.thecelltech.com/,6
0697,Advance ERP (BD) LTD,www.advancederpbd.com/,7
0698,BD SOFT INC,www.bdsoftinc.net/,7
0699,Infobip Limited,www.infobip.com/,6
0700,UNICOM BANGLADESH,UNICOM BANGLADESH,6
0701,Search English,http://searchenglish.com/,7
0702,Mashnoons Limited,mashnoons.com,6
0703,Triangle Services Ltd,www.triangleservicesltd.com/,10
0704,Food Peon Ltd,www.foodpeon.com/,7
0705,ekachabazar.com,www.ekachabazar.com/,7
0706,Chakladar corp,www.linkingcc.com/,6
0707,Shimahin limited,www.shophobe.com/,5
0708,Century Group Ltd,www.centurygroup.com.bd/,6
0709,ABH World,,5
0710,HostClaw,www.Hostclaw.com/,5
0711,MASAWA AGRO LTD,"www,masawaagro.com/",6
0712,ClOUDWELL LIMITED,"www.cloudwell.co,/www.paywellonline.co/",10
0713,FEBD LTD.(Private Limited Company)FLIGHT EXPERT,www.flightexpert.com,6
0714,Market Rocker,www.marketrocker.com/,5
0715,Dhaka Resort LTD,www.dhakaresortltd.com/,7
0716,SKY Bazzar,www.skybazzar.com/,6
0717,Tech Innovation,www.techinnovationbd.com/,9
0718,SOMADHAN PLATFORM,www.somadhan.xyz/,9
0719,THE GIFTERY BD,http://thegifterybd.com/,9
0720,NRB BAZAAR Limited,https://www.nrbbazaar.com/,8
0721,Leisfita.com,www.leisfita.com/,6
0722,Dynamic Logistics Solutions(DLS),www.emanbd.com/,6
0723,Zenuine auto care limited,www.zenuine.co/,6
0724,BDCOM Online Limited,www.bdcom.com/,6
0725,ACCFINTAX,www.accfintax-bd.com/,6
0726,TECHSOCO,www.techsoco.com/,6
0727,STRING TECHNOLOGY LIMITED,www.eorder.com.bd/,5
0728,Spark Bazar,www.sparkbazar.com/,6
0729,Preneur Lab,www.preneurlab.com/,5
0730,RD Tours & Travels,www.rdholidaysbd.com/,8
0731,Recursion Technologies Ltd,www.r-cis.com/,6
0732,Netizen IT Limited,www.netizenbd.com/,10
0733,Airocity Bangladesh,www.airocitybd.com/,7
0734,Official Clothing LTD (OCODE),www.ocode.com.bd/,8
0735,Nexkraft Limited,www.nexkraft.com/,8
0736,RRMESENSE GLOBAL SYSTECH LIMITED,www.rrmsense.com/,5
0737,hashi.com.bd,www.hashi.com.bd/,6
0738,Hungrynaki.com.ltd,www.hungrynaki.com/,6
0739,3RD Hand,www.bdhealthlink.com/,5
0740,Green Bangla E-Commerce LTD,www.greenbangla.space/,5
0741,Sylhet Online Shop-S.O.S,https://sylsos.com/,5
0742,Fix it HMBR Ltd.,www.fixit.com.bd/,7
0743,Ensa Clothing Ltd,www.serenemart.com/,6
0744,Eastern bank limited,www.ebl.com.bd/,10
0745,M/S R.N Traders,M/S R.N Traders,7
0746,M/S S.A International,M/S S.A International,10
0747,Third Wave Technologies Ltd,www.tasiagroup.com/,10
0748,Telekom Asia Holdings Ltd,www.tasiagroup.com/,6
0749,Sigma Engineers LTD,www.sigma-bd.com/,5
0750,Big M Resources Ltd,www.bigm-bd.com,9
0751,Manohari Shop,www.manohari.shop,8
0752,Aloka,www.aloka.com.bd,6
0753,Royalty Bangladesh,www.ROYALTYBD.COM,5
0754,Data Vision,www.datavisionbd.com,7
0755,Paikarihat.com,Paikarihat.com,8
0756,I-Venture Limited,www.iventurebd.com,8
0757,Surovi Enterprise Ltd,www.surovienterprise.net,9
0758,Mediasoft Data Systems Ltd,www.mediasoftbd.com,10
0759,Labu Flutes,www.labuflutes.com,10
0760,Electro Craft Corporation Ltd.,"www.electrocraft.org, www.paribahan.com",21
0761,G&B Fashion,www.gbfashionbd.com,10
0762,Brain Code Ltd,www.storerepublic.com,10
0763,LEADEX BD SOURCING LTD,www.leadexbd.com,6
0764,Tour Booking Bangladesh Ltd,www.travelbookingbd.com,6
0765,Fashionferi.com (A Concern S.S Corporation),www.fashionferi.com,7
0766,The Inside Story,www.facebook.com/theinsiderstory homedecor,7
0767,Furniture Bari.com,www.furniture.bari.com,8
0768,No Borders Tourism & Travels,www.nobordersbd.com,4
0769,Shine Palace Limited,www.shineplace.com,5
0770,Communication Network,www.conetbd.com,4
0771,SM International,www.hostthebiz.com,6
0772,Dream Dhaka Property Limited,"WWW.DREAMDHAKA.COM,",6
0773,HotBusket.Com,www.hotbusket.com,9
0774,XEON BD,www.xeonbd.com,18
0775,Eicra Soft Limited,www.eicra.com,16
0776,Zantrik Limited,www.zantrik.com,6
0777,Area71,www.area71bd.com,7
0778,Digital World Communications Ltd,www.digiworldcom.com,6
0779,Club G1 IT,www.clubg1it.com,5
0780,ZP Technologies Ltd,www.muv.asia,6
0781,Air World Communications,www.airworldcom.com,5
0782,OOHNOO.COM,www.pikacu.com,5
0783,Kablewala Bangladesh Corporation,www.kablewala.com.bd/,9
0784,Western Heritage London,www.western-heritage-london.com,9
0785,Kay Kraft,www.kaykraft.com,5
0786,Hatti Matim Tim,www.hattimatim.com.bd,5
0787,Right Time Limited,www.righttime.biz,5
0788,Link Vision Software Solution,www.linkvisionsoft.com/,7
0789,Boibazar.com,www.boibazar.com,5
0790,DataHost IT,www.albeen.com,5
0791,One Two One,www.shopfor121.com,5
0792,Annex Worldwide Limited,www.annexworldwide.com,5
0793,Spellbit Limited,www.spellbit.com,7
0794,AMAN BIBA BUSINESS,www.amanbiba.com.bd,5
0795,City Lab,www.wablogistics.com,5
0796,OUTWEARASIA.COM,www.outwearasia.com,9
0797,ZAMAN IT,www.zaman-it.com,6
0798,Brilliant Ideas Limited (Trucklagbe.com),https://trucklagbe.com,7
0799,GHORE BAZAR LIMITED,www.ghorebazar.com,5
0800,Tech Hill,www.techhillbd.com,5
0801,NRB Xpress Limited,www.nrbxpress.com,7
0802,Telenet Communication & Services,www.telenetcse.com,6
0803,Hostseba,www.hostseba.com,5
0804,Star Computer Systems Limited,www.stargroup-bd.com,6
0805,DREAM DEVISER,"www.dreamdeviser.com, www.dreamdeviser.net",9
0806,Genex Infosys Limited,www.genexinfosys.com,11
0807,Append International,www.appendint.com,11
0808,Biplob Dev Digitial,www.BiplobDigital.com,7
0809,APCOM,www.apcombd.com,5
0810,Tetrahost Bangladesh,www.tetrahostbd.com,16
0811,Onutiative Ltd,www.onutiative.com,16
0812,TECHNO WORLD BD,www.technoworldbd.com,5
0813,Mahin IT Limited,www.mahinitltd.com,5
0814,Infosoft Valley Limited,www.indamait.com,6
0815,Adroit SSD,www.adroitssd.com,5
0816,Rnk Enterprise,www.madeinbd.com,5
0817,ADDIE SOFT LTD,www.addiesoft.com,5
0818,Putul Host,www.putulhost.com,7
0819,Sonali Information Technology Ltd.,www.sitlbd.com,5
0820,Binirman Tchnologies Ltd,www.binirman.online,5
0821,The2hourjob.com,www.the2hourjob.com,6
0822,HUR NUSRAT,https://wwwfacebook.com/hurnusrat,6
0823,Artistry Marketing & Communications LTD.,"www.artistrymcl.com,partha@artistrymcl.com",7
0824,GoZayaan Limited,www.gozayaan.com,7
0825,BERABO,www.berabo.xyz,7
0826,Oporajoy IT Private Limited,www.oporajoy.org,5
0827,Shayma Furniture,http:/shaymafurniture.com,5
0828,Shopner Shop,www.shopnershop.com,5
0829,GADSTYLE BD,www.gadstyle.com.bd,5
0830,Discount Dot com,www.discountdotcom.net,5
0831,Kaktaru.com,www.kaktaru.com,5
0832,ALG International Trading,www.facebook.com/algtrading,5
0833,Vanitics,www.vanitics.com,5
0834,Ponnyo.com,www.ponnyo.com,6
0835,EASYFLYBD.COM,www.easyflybd.com,5
0836,BEST ELECTRONICS LIMITED,www.bestelectronicsltd.com,5
0837,ADN Telecom Limited,"www.adntel.com.bd,www.adndigital.com.bd",20
0838,Sharothi,https://www.facebook.com/sharothi-,20
0839,PAN Ventures Limited,www.emedicine.com.bd,5
0840,Digital Experience HUB,www.dexhub.org,5
0841,Automated Cargo Transport Solution(TruckNa Trailer.com),www.trucknatrailer.com,5
0842,Zinismart Limited,www.zinismart.com.bd,4
0843,Pranon Global Limited,www.pranon.com,5
0844,Youth Village,www.yvbangladesh.com,6
0845,Farzia BD,www.farziabd.com,6
0846,Secure Ecommerce,www.hijabburka.com,6
0847,E-valy.com Limited,www.evaly.com.bd,6
0848,Infinitech IT Solution,www.infinitechbuynsell.com,6
0849,Mindfork Tech Ltd.,www.mindfork.tech/,4
0850,D Money Bangladesh Limited,info@dmoney.com.bd,5
0851,Valokini,www.valokini.com,5
0852,Amarshop.com.bd,www.amarshop.com.bd/,6
0853,Bsofty.com,www.bsofty.com,5
0854,Rais Closet BD,fb.com/raisclosetbd,5
0855,Pachmishali.com,https://www.pachmishali.com,5
0856,Ezyebuy.com,www.ezyebuy.com,5
0857,Ladies wear,www.ladieswearbd.com,5
0858,Edaaning,munnialam05@gmail.com,5
0859,Gm IT Institute,www.gmitbd.org,5
0860,Ideal Impex International Ltd,www.idealinperint.com,5
0861,Safwan Enterprise,sfh,5
0862,Daak Chattala Logistics,"www.babywala.com.bd, www.daak.co",5
0863,Raphson Communication,www.phoneshopbd.com,5
0864,Sharpener,www.sharpernerbd.com,5
0865,SYNESIS IT LTD,www.synesisit.com.bd,6
0866,Grameen Computer,info@grameencomputerbd.com,5
0867,Kiproyozon.com,www.kiproyozon.com,5
0868,Babycare Bangladesh Limited,www.babycarebd.com,7
0869,Shop Focallure BD,www.shopfocallurebd.com/,5
0870,E-DESH LIMITED,www.e-deshltd.com,5
0871,Tasaf Motors/Goolseraj.com,www.goolseraj.com/,4
0872,Social Experiment and Design Limited,www.xdsocial.com/,5
0873,China Trade BD,www.chinatradebd.com,10
0874,Uddom Business Services Limited,www.uddom.com,5
0875,Kinboi.com,www.kidarkar.com,5
0876,Kidarkar.com,www.kidarkar.com/,6
0877,Ayozon.com.bd,www.ayozon.com.bd,5
0878,SA TECH,www.satech.com,4
0879,Explore Holidays LTD,www.exploreholidays.com.bd,10
0880,Online Open Market,www.onlineopenmarket.com,10
0881,Truckload Limited,www.truckload.com.bd,5
0882,Dewan ICT,www.dewanict.com,10
0883,Amarbazar Limited,www.amarbazarltd.com,9
0884,Uqeel.Com Limited,etwe,10
0885,Suppliersbd.com,www.suppliersbd.com,4
0886,Aadi BD Limited,www.aadi.com.bd,5
0887,Seven Ocean Enterprise,eg,4
0888,e-Jagat Limited,werh,7
0889,Pulse Health Services Ltd.,www.pulsehealthbd.com,6
0890,Chisty travels,https://www.flyticket.com.bd/,5
0891,Digitent Communication,https://www.digitent.com.bd,7
0892,F4-Technologies Limited,www.facebook.com/F4-Technologies-Ltd-233282434154921/,5
0893,Rujbi Ltd,www.rujbi.com,8
0894,Newgen Technology Ltd,http://newgen-bd.com,5
0895,Babylon Resources Limited,https://brlbd.com,5
0896,Supply Station,no website address in form/,6
0897,Onlinemudi.com,www.onlinemudi.com,5
0898,Hitech Professionals,www.hitech-professionals.com,5
0899,DOB SKATESHOP,www.dhakaonlinebazar.com,6
0900,Kids And Family Ltd,www.kidsandfamily.com.bd,5
0901,YUXTAA,www.cheap-cart.com,5
0902,Pendulum Motion,www.Pendulummotion.com,7
0903,Realtime Systems,www.realtimebd.com,26
0904,DOODADI,www.doodadi.com,5
0905,Ponnoosheba.com,www.ponnoosheba.com,5
0906,W BITS,www.wbitsint.com,5
0907,BACHELOR DOT COM,etjz,5
0908,MRF TRADING,www.i-lifebd.com,7
0909,Power Display Technologies,www.pdtbd.com,5
0910,Eco Dynamic,No website,5
0911,Ponnobd Electronics,ponnobd.com,6
0912,Tech Store,www.techstorebd.net,4
0913,ITBazar.Net,www.itbazar.net,5
0914,RM Group,www.rmgroup.com.bd,4
0915,Airposted LTD,www.airposted.com/,5
0916,Perfume Bangladesh,perfume-bd.com,5
0917,Spider Digital Security,www.spiderdigital.io,3
0918,Spider Digital Commerce (Bangladesh) LTD,www.spiderdigital.io,5
0919,Gamcha Lungi.com,www.gamchalungi.com,5
0920,Working Partner bd.com,www.workingpartner.biz,5
0921,Soft Tech Innovation Ltd.(aamarPay),www.aamarpay.com,5
0922,OBHAI Solutions Limited,www.obhai.com,5
0923,NRB Jobs LTD.,www.nrbjobs.com,5
0924,Hitech Import And Distribution,www.chinabanglab2b.com,5
0925,Humayra Tours & Travels,www.humayra.com.bd,5
0926,Memora Global LTD,www.memoraglobal.com,4
0927,Odheek Bangladesh,www.odheek.com,5
0928,JAR LIMITED,www.jarlimited.com,5
0929,TopBangla.com,http://www.topbangla.com,5
0930,WOODIES,http:woodiesbd@gmail.com,5
0931,Roshoi Bangladesh,www.roshoibd.com,5
0932,C-Express Limited,www.capitalbd.net,5
0933,Twister Media Techonology Ltd,"http://www.nibash.com/,http://www.twistermedia.com",5
0934,DELTA Outdoors,http://www.globetrotteruzzal.com,4
0935,E World International,www.eworld.com.bd/,4
0936,Tirzok Private Limited,www.eworld.com.bd,4
0937,SHA Digipay Ltd,www.shadigipay.com/,4
0938,Pax Leathers,www.paxleathers.com,7
0939,CommEngine,www.commengine.xyz/,5
0940,Ahona Trade International,www.commengine.xyz,5
0941,Japan Marketing & Consultancy Ltd,www.japanmnc.com,5
0942,Excellent World Agro Food & Cosmetics Ltd,www.excellentbigbazar.com,7
0943,Ayesha D Bengal,www.ayeshadbengal.com,5
0944,TechKnowGram Limited,www.techknowgram.com,5
0945,TVS Auto Bangladesh Ltd,www.tvsabl.com/,5
0946,Aranee IT,www.araneeit.com,5
0947,Meenaclick Limited,www.meenaclick.com,4
0948,Mingle Limited,www.minglelimited.com,4
0949,EXL Communication,www.excomm.org,7
0950,Shopnshipbd,www.shopnshipbd.com,4
0951,Al Amin Ambulance Service,www.alaminambulance.com,4
0952,Aplectrum Solutions ltd,www.aplectrum.com,6
0953,Pallibazar.com,www.pallibazar.com,5
0954,Chologhuri Limited,www.chologhuri.com,7
0955,D2K Associates Limited,www.d2konline.com,5
0956,BDSQUARE,www.bdsquare.com,5
0957,Solfa International,www.deshify.com,5
0958,Active Multimedia,www.activembd.com,5
0959,Amir Corporation,https://amircorporation.com.bd,4
0960,Chhuti Bangladesh Limited,www.chhuti.com,8
0961,Virtual Market Solution Limited,www.techhut.com.bd,5
0962,Digita Interactive Limited,www.digitainteractive.com,5
0963,Info Inlet,www.infoinlet.com,5
0964,Kloud Technologies Limited,www.kloud.com.bd,5
0965,Bazar24 LTD,www.bazar24.biz,5
0966,Bangaladesh SME Corporation Ltd.,www.bdsmecorp.com,4
0967,Khati,www.bdkhati.com,6
0968,Eorange Shop,www.eorange.shop,4
0969,Crashedeal Limited,www.crashedeal.com,4
0970,Sara Lifestyle Ltd,www.saralifestyle.com.bd,4
0971,Muktomall.com,www.muktomall.com,4
0972,TAHSINKO Limited,www.tahsinko.com,4
0973,Yesbd.com,www.yesbd.com,5
0974,Ornate International,www.ornatebuy.com,6
0975,Trendy Tracker,www.trendy-tracker.com,5
0976,Ajra Technologies Limited,www.Chaadmama.com,4
0977,Grambangla,www.gram-bangla.com.bd,4
0978,Meeha.com.bd,www.meeha.com.bd,4
0979,WIT Computers,www.witcomputers.com,24
0980,Bahari Deal,www.baharideal.com,5
0981,Genex Digital Limited,www.genex.digital,5
0982,Rocket E Shop,www.rocket-eshop.com,5
0983,Core Internet Technologies Ltd (Clicxo),www.clicxo.com.bd,4
0984,Beabd.com,http://beabd.com/,4
0985,Crafty Ant Bangladesh,www.craftyant.com,4
0986,Bio-Xin Cosmeceuticals,https://bioxincosmeceuticals.com,5
0987,Bee Technology,www.beetechnologybd.com,7
0988,Air Con Electronics,www.airconelectronics.com,4
0989,Automan Ventures Limited,www.automan.biz,5
0990,Dadosh Online Shopping,www.dadosh.com/,4
0991,Advert Limited,www.advert.com.bd,4
0992,Truck Lagbe Limited,www.trucklagbe.com,4
0993,TL Tracker Limited,www.tltracker.co,4
0994,Monico Technologies Limited,www.monicotechnologies.com/,12
0995,AL-Helal Fashion,www.alhelalfashion.com,5
0996,Shawli Distribution Ltd.,www.shawli.com.bd,4
0997,a2a Business Link,www.a2abusinesslink.com,4
0998,TRINA'S CLOSET,www.trs-closet.com,4
0999,NS STYLE MART,www.nsstylemart.com,4
1000,Olwel.com,www.olwel.com,7
1001,Womea Style On cue,www.womeabd.com,6
1002,Bohemian holidays,www.bohemianholidaysbd.com,5
1003,Wali Bazar.com,www.walibazar.com,5
1004,SQ Trade,www.f,5
1005,NOWRID & CO.,www.nowrid.co,4
1006,Xenon Business Solutions Bangladesh,www.xenonmart.com/,3
1007,NK Bangladesh Fashion,facebook.com/NK-Bangladesh-Fashion-1261516330570404/,7
1008,Nijhum ICT Limited,www.nijhumshop.com,4
1009,Viser X Limited,www.viserx.com,4
1010,Hasan Global Supplying,hasanglobalsuppliying.business.site,3
1011,Jovend Limited,www.jovend.com,5
1012,Deligram Technology LTD,www.deligram.com,3
1013,CMED Health LTD,www.cmed.com.bd,5
1014,Shodagor International Ltd.,https://shodagor.com,4
1015,ORION ASSOCIATES,www.orionassociates.net,5
1016,Instructory,www.instructory.net/,5
1017,CRYSTAL VISION SOLUTIONS,www.cvsbd.com,14
1018,M/S. RIYAN CORPORATION,Facebook ID:kabir Islam,5
1019,JeRiCO,www.jericobd.com,8
1020,MoveOn Technologies Ltd,www.ali2bd.com,3
1021,EMISSION CORPORATION,www.emissionbd.com,4
1022,PQS.COM.BD Limited,www.pqs.com.bd,10
1023,Roopkothabd,www.roopkothabd.com,4
1024,Prime Groci,www.primegroci.com,4
1025,LIMPID,https://www.limpid-online.com,10
1026,Tecio,www.tecio.com.bd/,11
1027,Sumaiya Technologies Limited,www.sumaiyatech.com,4
1028,Optimum Engineering Solutions,www.oesbd.com,6
1029,Shajgoj Limited,www.shajgoj.com,4
1030,BaD Teachers,fb.com/badteachersbd,5
1031,Portonics Limited,www.portonics.com,12
1032,Fingerprint Information Technology Limited,www.fitl.com.bd,4
1033,ST RELIANCE ASSOCIATES ''STRA'',www.stra-global.com/,5
1034,C&C Trade International,www.cardc.com.bd/,6
1035,White Mark,www.white-mark.com,28
1036,Shahjabeen Exim Ltd.,www.shahjabeeneximltd.com,3
1037,Best Corporation and Training institute LTD,www.bestcorp.com.bd,11
1038,RedDot Digital Limited,www.reddotdigital.com,4
1039,Hur Collections,www.hurcollections.com,5
1040,Barakah Fresh (Pvt) Ltd.,www.barakahfresh.com.bd,23
1041,LUKWOW DOT COM,www.lukwow.com,3
1042,DEKORA BANGLADESH,www.dekorabd.com,4
1043,CRAFTSMEN SOLUTIONS,www.craftsmen.com.bd,4
1044,Techmix,www.techmix.xyz,5
1045,Baharika,www.fdfd,6
1046,Infosapex Limited (Amarroom.com),www.amarroom.com,4
1047,X AUTOS,www.index-companies.com,5
1048,Caduceus Commerce & Consultancy Ltd,www.fb.com/cleanair BD,4
1049,iBdNext Technoprise,ibdnext.com,5
1050,TREADEAL,www.treadeal.com,5
1051,U S Software Limited,www.ussoftwareltd.com,23
1052,Teqto IT,www.rangpurroylas.com,13
1053,SWISSTECH SERVICES,www.swisstechonline.com,3
